InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
563533,22043,CHRISTMAS CARD SCREEN PRINT ,24,17-08-2011 11:14,0.42,16241.0,United Kingdom
572484,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,24-10-2011 13:50,4.15,17220.0,United Kingdom
577820,23251,VINTAGE RED ENAMEL TRIM MUG ,12,22-11-2011 09:24,1.25,13408.0,United Kingdom
563567,20725,LUNCH BAG RED RETROSPOT,10,17-08-2011 14:44,1.65,13004.0,United Kingdom
543802,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,13-02-2011 12:03,4.95,13742.0,United Kingdom
554009,21499,BLUE POLKADOT WRAP,25,20-05-2011 12:38,0.42,12935.0,United Kingdom
567183,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,18-09-2011 15:32,3.29,14769.0,United Kingdom
546528,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,96,14-03-2011 13:04,1.06,15311.0,United Kingdom
547327,22975,SPACEBOY CHILDRENS EGG CUP,12,22-03-2011 11:28,1.25,12681.0,France
552326,21242,RED RETROSPOT PLATE ,8,09-05-2011 10:02,1.69,15596.0,United Kingdom
572326,20685,DOORMAT RED RETROSPOT,10,24-10-2011 09:55,7.08,14607.0,United Kingdom
540122,84823,DANISH ROSE FOLDING CHAIR,8,05-01-2011 10:39,7.95,13694.0,United Kingdom
548258,23007, SPACEBOY BABY GIFT SET,2,30-03-2011 11:04,16.95,14146.0,United Kingdom
564753,21519,GIN & TONIC DIET GREETING CARD ,12,30-08-2011 10:20,0.42,13709.0,United Kingdom
579168,23497,CLASSIC CHROME BICYCLE BELL ,12,28-11-2011 14:12,1.45,17806.0,United Kingdom
543106,22627,MINT KITCHEN SCALES,2,03-02-2011 12:12,8.5,15658.0,United Kingdom
581425,22118,JOY WOODEN BLOCK LETTERS,2,08-12-2011 15:31,1.25,14796.0,United Kingdom
561398,22556,PLASTERS IN TIN CIRCUS PARADE ,12,27-07-2011 10:52,1.65,16767.0,United Kingdom
544455,37370,RETRO COFFEE MUGS ASSORTED,6,20-02-2011 13:18,1.25,13097.0,United Kingdom
558679,22150,3 STRIPEY MICE FELTCRAFT,6,01-07-2011 10:58,1.95,17800.0,United Kingdom
541406,21123,SET/10 IVORY POLKADOT PARTY CANDLES,6,17-01-2011 15:19,1.25,14657.0,United Kingdom
536569,21810,CHRISTMAS HANGING STAR WITH BELL,2,01-12-2010 15:35,1.25,16274.0,United Kingdom
577748,22866,HAND WARMER SCOTTY DOG DESIGN,24,21-11-2011 14:24,2.1,15159.0,United Kingdom
570002,21155,RED RETROSPOT PEG BAG,18,07-10-2011 09:16,2.55,12477.0,Germany
546486,22553,PLASTERS IN TIN SKULLS,1,14-03-2011 11:41,1.65,15039.0,United Kingdom
577038,23234,BISCUIT TIN VINTAGE CHRISTMAS,1,17-11-2011 13:30,2.89,14796.0,United Kingdom
540531,21181,PLEASE ONE PERSON METAL SIGN,1,09-01-2011 14:03,2.1,16549.0,United Kingdom
551033,15058B,PINK POLKADOT GARDEN PARASOL,3,26-04-2011 11:32,7.95,15039.0,United Kingdom
546435,21166,COOK WITH WINE METAL SIGN ,12,14-03-2011 09:37,2.08,15671.0,United Kingdom
560410,23233,WRAP POPPIES  DESIGN,25,18-07-2011 14:28,0.42,17213.0,United Kingdom
563203,21524,DOORMAT SPOTTY HOME SWEET HOME,10,14-08-2011 11:31,6.75,16525.0,United Kingdom
571058,22842,BISCUIT TIN VINTAGE RED,6,13-10-2011 14:18,6.75,13853.0,United Kingdom
550774,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,20-04-2011 13:18,1.25,14626.0,United Kingdom
570818,21523,DOORMAT FANCY FONT HOME SWEET HOME,3,12-10-2011 12:47,8.25,17841.0,United Kingdom
578901,72741,GRAND CHOCOLATECANDLE,9,27-11-2011 11:47,1.45,17812.0,United Kingdom
549733,21983,PACK OF 12 BLUE PAISLEY TISSUES ,12,11-04-2011 16:56,0.29,17827.0,United Kingdom
549557,84692,BOX OF 24 COCKTAIL PARASOLS,25,10-04-2011 12:59,0.42,14450.0,United Kingdom
555477,23176,ABC TREASURE BOOK BOX ,8,03-06-2011 12:26,2.25,12359.0,Cyprus
549274,POST,POSTAGE,3,07-04-2011 13:07,18.0,12721.0,France
573546,23175,REGENCY MILK JUG PINK ,4,31-10-2011 13:13,3.25,15974.0,United Kingdom
542994,22988,SOLDIERS EGG CUP ,24,02-02-2011 12:03,1.25,17230.0,United Kingdom
575068,23204,CHARLOTTE BAG APPLES DESIGN,10,08-11-2011 12:46,0.85,14282.0,United Kingdom
573276,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,28-10-2011 13:14,4.15,13985.0,United Kingdom
541204,82580,BATHROOM METAL SIGN,12,14-01-2011 12:22,0.55,14175.0,United Kingdom
566006,22147,FELTCRAFT BUTTERFLY HEARTS,12,08-09-2011 12:01,1.45,13018.0,United Kingdom
567656,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,21-09-2011 14:40,12.46,14096.0,United Kingdom
563626,23332,IVORY WICKER HEART LARGE,12,18-08-2011 10:31,1.65,16187.0,United Kingdom
566013,23439,HAND WARMER RED LOVE HEART,12,08-09-2011 12:16,2.1,17004.0,United Kingdom
543056,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,03-02-2011 10:47,2.95,12471.0,Germany
574063,22398,MAGNETS PACK OF 4 SWALLOWS,1,02-11-2011 14:31,0.39,13271.0,United Kingdom
548157,85099F,JUMBO BAG STRAWBERRY,60,29-03-2011 13:27,1.65,14298.0,United Kingdom
546729,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,16-03-2011 11:36,1.25,18231.0,United Kingdom
548208,22219,LOVEBIRD HANGING DECORATION WHITE ,12,29-03-2011 17:12,0.85,14189.0,United Kingdom
574328,23351,ROLL WRAP 50'S CHRISTMAS,36,04-11-2011 09:05,1.25,13081.0,United Kingdom
576274,85034C,3 ROSE MORRIS BOXED CANDLES,2,14-11-2011 14:24,1.25,17793.0,United Kingdom
578292,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,23-11-2011 14:35,1.25,13174.0,United Kingdom
560700,21793,CLASSIC FRENCH STYLE BASKET BROWN,6,20-07-2011 12:38,3.95,17229.0,United Kingdom
576593,23349,ROLL WRAP VINTAGE CHRISTMAS,1,15-11-2011 14:48,1.25,15720.0,United Kingdom
566869,22138,BAKING SET 9 PIECE RETROSPOT ,3,15-09-2011 13:20,4.95,13658.0,United Kingdom
576090,82580,BATHROOM METAL SIGN,96,14-11-2011 08:56,0.92,17450.0,United Kingdom
564189,22507,MEMO BOARD RETROSPOT  DESIGN,4,23-08-2011 15:34,4.95,14769.0,United Kingdom
570333,72800B, 4 PURPLE FLOCK DINNER CANDLES,1,10-10-2011 12:19,2.55,18126.0,United Kingdom
538541,22627,MINT KITCHEN SCALES,2,13-12-2010 10:46,8.5,17428.0,United Kingdom
554505,22156,HEART DECORATION WITH PEARLS ,12,24-05-2011 15:14,0.85,17521.0,United Kingdom
559510,23207,LUNCH BAG ALPHABET DESIGN,10,08-07-2011 15:29,1.65,14961.0,United Kingdom
549185,22980,PANTRY SCRUBBING BRUSH,24,07-04-2011 09:35,1.65,18272.0,United Kingdom
556365,21843,RED RETROSPOT CAKE STAND,1,10-06-2011 11:44,10.95,16370.0,United Kingdom
567809,84880,WHITE WIRE EGG HOLDER,3,22-09-2011 12:29,7.5,13804.0,United Kingdom
557221,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,17-06-2011 13:01,0.85,16869.0,United Kingdom
570598,22705,WRAP GREEN PEARS ,25,11-10-2011 11:55,0.42,14175.0,United Kingdom
563020,85099B,JUMBO BAG RED RETROSPOT,20,11-08-2011 12:58,2.08,12428.0,Finland
563477,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2,16-08-2011 15:39,2.95,17097.0,Spain
575896,23209,LUNCH BAG VINTAGE DOILY ,10,11-11-2011 14:52,1.65,12480.0,Germany
561247,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,26-07-2011 11:38,0.55,16592.0,United Kingdom
566403,47566,PARTY BUNTING,4,12-09-2011 13:38,4.95,16985.0,United Kingdom
554028,23173,REGENCY TEAPOT ROSES ,2,20-05-2011 13:43,9.95,15410.0,United Kingdom
572287,23487,SWEET HEART CAKE CARRIER,1,23-10-2011 12:26,9.95,15584.0,United Kingdom
544456,85092,CANDY SPOT TEA COSY,24,20-02-2011 13:21,1.25,14803.0,United Kingdom
568576,21915,RED  HARMONICA IN BOX ,24,28-09-2011 09:40,1.25,17017.0,United Kingdom
565596,23100,SILVER BELLS TABLE DECORATION,2,05-09-2011 14:27,1.25,16444.0,United Kingdom
580163,22111,SCOTTIE DOG HOT WATER BOTTLE,9,02-12-2011 11:12,4.95,12828.0,United Kingdom
555202,84206C,CHAMPAGNE TRAY BLANK CARD,5,01-06-2011 12:11,0.19,16813.0,United Kingdom
553351,20754,RETROSPOT RED WASHING UP GLOVES,1,16-05-2011 13:35,2.1,18118.0,United Kingdom
543382,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,07-02-2011 16:21,1.25,14030.0,United Kingdom
555350,23110,PARISIENNE KEY CABINET ,2,02-06-2011 12:08,5.75,17652.0,United Kingdom
545186,22726,ALARM CLOCK BAKELIKE GREEN,1,28-02-2011 15:05,3.75,17841.0,United Kingdom
541014,22796,PHOTO FRAME 3 CLASSIC HANGING,2,13-01-2011 11:54,9.95,14085.0,United Kingdom
568318,22269,EGG CUP NATURAL CHICKEN,16,26-09-2011 13:25,0.39,13233.0,United Kingdom
548451,22745,POPPY'S PLAYHOUSE BEDROOM ,3,31-03-2011 11:25,2.1,17365.0,United Kingdom
557006,22383,LUNCH BAG SUKI DESIGN ,10,16-06-2011 11:29,1.65,14282.0,United Kingdom
556527,84596F,SMALL MARSHMALLOWS PINK BOWL,1,13-06-2011 11:33,0.42,16205.0,United Kingdom
575179,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,09-11-2011 08:11,4.65,14284.0,United Kingdom
537209,21894,POTTING SHED SEED ENVELOPES,1,05-12-2010 15:12,1.25,14606.0,United Kingdom
571230,23351,ROLL WRAP 50'S CHRISTMAS,12,14-10-2011 14:16,1.25,13717.0,United Kingdom
548338,22060,LARGE CAKE STAND HANGING HEARTS,8,30-03-2011 14:08,3.95,16558.0,United Kingdom
557746,82582,AREA PATROLLED METAL SIGN,1,22-06-2011 12:24,2.1,15059.0,United Kingdom
565366,23356,LOVE HOT WATER BOTTLE,3,02-09-2011 14:56,5.95,17091.0,United Kingdom
572921,23360,SET 8 CANDLES VINTAGE DOILY,1,26-10-2011 16:57,1.95,15993.0,United Kingdom
548701,21096,SET/6 FRUIT SALAD  PAPER PLATES,5,03-04-2011 11:36,0.39,17629.0,United Kingdom
536638,22318,FIVE HEART HANGING DECORATION,6,02-12-2010 11:41,2.95,16244.0,United Kingdom
538260,22750,FELTCRAFT PRINCESS LOLA DOLL,4,10-12-2010 12:42,3.75,18178.0,United Kingdom
567369,23397,FOOT STOOL HOME SWEET HOME ,2,20-09-2011 09:06,9.95,17527.0,United Kingdom
556073,22697,GREEN REGENCY TEACUP AND SAUCER,6,08-06-2011 15:05,2.95,16358.0,United Kingdom
565220,23321,SMALL WHITE HEART OF WICKER,12,01-09-2011 18:20,1.65,13437.0,United Kingdom
558871,20727,LUNCH BAG  BLACK SKULL.,100,04-07-2011 13:19,1.45,12557.0,Spain
569669,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,05-10-2011 13:47,2.95,14730.0,United Kingdom
548400,22192,BLUE DINER WALL CLOCK,1,30-03-2011 17:33,8.5,17400.0,United Kingdom
564728,23084,RABBIT NIGHT LIGHT,48,28-08-2011 12:43,1.79,13199.0,United Kingdom
548499,84997B,CHILDRENS CUTLERY RETROSPOT RED ,3,31-03-2011 13:47,4.15,17075.0,United Kingdom
562621,22151,PLACE SETTING WHITE HEART,24,08-08-2011 12:36,0.42,14415.0,United Kingdom
537692,47559B,TEA TIME OVEN GLOVE,8,08-12-2010 10:40,1.25,14796.0,United Kingdom
580094,22682,FRENCH BLUE METAL DOOR SIGN 7,2,01-12-2011 14:50,1.25,15904.0,United Kingdom
547365,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,22-03-2011 12:36,0.42,12775.0,Netherlands
538890,20971,PINK BLUE FELT CRAFT TRINKET BOX,5,14-12-2010 16:39,1.25,12867.0,United Kingdom
568387,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,24,27-09-2011 10:04,0.95,13704.0,United Kingdom
558115,21713,CITRONELLA CANDLE FLOWERPOT,8,27-06-2011 08:50,2.1,16003.0,United Kingdom
578018,21880,RED RETROSPOT TAPE,12,22-11-2011 13:08,0.65,15311.0,United Kingdom
557746,22362,GLASS JAR PEACOCK BATH SALTS,1,22-06-2011 12:24,2.95,15059.0,United Kingdom
546006,21670,BLUE SPOT CERAMIC DRAWER KNOB,24,08-03-2011 15:22,1.25,17639.0,United Kingdom
540357,20725,LUNCH BAG RED RETROSPOT,20,06-01-2011 15:14,1.65,13093.0,United Kingdom
551414,22083,PAPER CHAIN KIT RETROSPOT,6,28-04-2011 13:35,2.95,15622.0,United Kingdom
560580,23133,LARGE IVORY HEART WALL ORGANISER,12,19-07-2011 15:23,7.05,14088.0,United Kingdom
568701,20719,WOODLAND CHARLOTTE BAG,10,28-09-2011 15:07,0.85,13924.0,United Kingdom
565648,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3,05-09-2011 16:22,1.95,18196.0,United Kingdom
578292,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,23-11-2011 14:35,2.95,13174.0,United Kingdom
545842,22358,KINGS CHOICE TEA CADDY ,6,07-03-2011 13:37,2.95,15498.0,United Kingdom
560098,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,14-07-2011 17:44,2.1,16907.0,United Kingdom
562984,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,11-08-2011 11:45,3.25,17841.0,United Kingdom
556937,22804,CANDLEHOLDER PINK HANGING HEART,18,15-06-2011 16:05,2.95,17716.0,United Kingdom
574839,82494L,WOODEN FRAME ANTIQUE WHITE ,2,07-11-2011 11:40,2.95,15493.0,United Kingdom
577091,22946,WOODEN ADVENT CALENDAR CREAM,2,17-11-2011 16:29,16.95,16531.0,United Kingdom
557260,21788,KIDS RAIN MAC BLUE,24,19-06-2011 10:39,0.85,17932.0,United Kingdom
559062,85211,S/4 GROOVY CAT MAGNETS,36,06-07-2011 10:09,0.79,13253.0,United Kingdom
572037,22750,FELTCRAFT PRINCESS LOLA DOLL,3,20-10-2011 12:07,3.75,17365.0,United Kingdom
549169,21034,REX CASH+CARRY JUMBO SHOPPER,3,06-04-2011 17:25,0.95,17906.0,United Kingdom
558237,23128,FELTCRAFT BOY JEAN-PAUL KIT,2,27-06-2011 15:04,4.95,12867.0,United Kingdom
542276,82494L,WOODEN FRAME ANTIQUE WHITE ,6,27-01-2011 10:19,2.95,12764.0,Lebanon
544894,21539,RED RETROSPOT BUTTER DISH,3,24-02-2011 12:09,4.95,15805.0,United Kingdom
570218,23209,LUNCH BAG VINTAGE DOILY ,20,09-10-2011 12:20,1.65,16873.0,United Kingdom
538849,21481,FAWN BLUE HOT WATER BOTTLE,3,14-12-2010 13:31,2.95,14415.0,United Kingdom
549242,21071,VINTAGE BILLBOARD DRINK ME MUG,12,07-04-2011 11:41,1.25,14911.0,EIRE
569220,21494,ROTATING LEAVES T-LIGHT HOLDER,6,02-10-2011 13:26,1.25,16007.0,United Kingdom
563928,21407,BROWN CHECK CAT DOORSTOP ,1,21-08-2011 15:17,4.25,17059.0,United Kingdom
543596,22215,CAKE STAND WHITE TWO TIER LACE,2,10-02-2011 12:21,8.5,14898.0,United Kingdom
553740,48138,DOORMAT UNION FLAG,2,19-05-2011 09:31,7.95,16647.0,United Kingdom
568310,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,26-09-2011 12:48,2.49,14911.0,EIRE
571406,23247,BISCUIT TIN 50'S CHRISTMAS,6,17-10-2011 12:12,2.89,13871.0,United Kingdom
544167,22193,RED DINER WALL CLOCK,2,16-02-2011 13:14,8.5,14755.0,United Kingdom
580025,22662,LUNCH BAG DOLLY GIRL DESIGN,1,01-12-2011 11:53,1.65,15021.0,United Kingdom
578521,23329,DECORATIVE WICKER HEART LARGE,3,24-11-2011 14:06,1.65,17812.0,United Kingdom
543829,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,72,14-02-2011 09:47,3.39,12939.0,United Kingdom
580088,22386,JUMBO BAG PINK POLKADOT,10,01-12-2011 14:30,2.08,17115.0,United Kingdom
549787,21169,YOU'RE CONFUSING ME METAL SIGN ,6,12-04-2011 11:58,1.69,13268.0,United Kingdom
549577,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,11-04-2011 08:16,1.25,14286.0,United Kingdom
568676,23360,SET 8 CANDLES VINTAGE DOILY,12,28-09-2011 13:43,1.95,18242.0,United Kingdom
537395,85152,HAND OVER THE CHOCOLATE   SIGN ,2,06-12-2010 14:05,2.1,15356.0,United Kingdom
543166,84836,ZINC METAL HEART DECORATION,12,04-02-2011 08:27,1.25,13488.0,United Kingdom
578814,23292,SPACEBOY CHILDRENS CUP,1,25-11-2011 13:40,1.25,12748.0,United Kingdom
565800,23267,SET OF 4 SANTA PLACE SETTINGS,12,07-09-2011 10:23,1.25,14911.0,EIRE
562847,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,10-08-2011 09:34,1.65,16245.0,United Kingdom
577499,20973,12 PENCIL SMALL TUBE WOODLAND,1,20-11-2011 12:24,0.65,15906.0,United Kingdom
557322,21558,SKULL LUNCH BOX WITH CUTLERY ,18,20-06-2011 09:04,2.55,17444.0,Canada
551820,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,04-05-2011 12:11,2.95,12645.0,Germany
568651,23170,REGENCY TEA PLATE ROSES ,12,28-09-2011 12:04,1.65,12362.0,Belgium
553043,62018,SOMBRERO ,600,13-05-2011 09:21,1.25,13953.0,United Kingdom
571300,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,17-10-2011 08:56,0.65,14262.0,United Kingdom
537915,21889,WOODEN BOX OF DOMINOES,12,09-12-2010 10:55,1.25,12797.0,Portugal
554139,85054,FRENCH ENAMEL POT W LID,6,23-05-2011 10:34,2.95,14911.0,EIRE
574015,23177,TREASURE ISLAND BOOK BOX,3,02-11-2011 12:03,2.25,15576.0,United Kingdom
581175,22343,PARTY PIZZA DISH RED RETROSPOT,96,07-12-2011 15:16,0.19,14646.0,Netherlands
569246,20829,GLITTER HANGING BUTTERFLY STRING,1,03-10-2011 09:57,4.13,14096.0,United Kingdom
575706,84879,ASSORTED COLOUR BIRD ORNAMENT,8,10-11-2011 17:13,1.69,14713.0,United Kingdom
559641,22766,PHOTO FRAME CORNICE,1,11-07-2011 12:31,2.95,13184.0,United Kingdom
557744,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,22-06-2011 12:09,0.42,15194.0,United Kingdom
577355,23040,PAPER LANTERN 9 POINT SNOW STAR ,3,18-11-2011 15:53,5.75,14911.0,EIRE
554146,22776,SWEETHEART CAKESTAND 3 TIER,1,23-05-2011 10:45,9.95,13479.0,United Kingdom
560041,22627,MINT KITCHEN SCALES,2,14-07-2011 14:46,8.5,14156.0,EIRE
581163,23581,JUMBO BAG PAISLEY PARK,10,07-12-2011 14:34,2.08,12747.0,United Kingdom
539450,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,17-12-2010 16:53,0.85,15570.0,United Kingdom
572103,16237,SLEEPING CAT ERASERS,1,20-10-2011 15:57,0.21,17571.0,United Kingdom
578053,20668,DISCO BALL CHRISTMAS DECORATION,24,22-11-2011 14:59,0.12,14422.0,United Kingdom
542121,22763,KEY CABINET MA CAMPAGNE,2,25-01-2011 14:33,9.95,17515.0,United Kingdom
578781,72132,COLUMBIAN CUBE CANDLE,1,25-11-2011 11:54,1.95,15872.0,United Kingdom
575088,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,08-11-2011 14:00,2.95,13272.0,United Kingdom
563688,20725,LUNCH BAG RED RETROSPOT,10,18-08-2011 12:41,1.65,16767.0,United Kingdom
563094,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2,11-08-2011 17:35,3.29,14525.0,United Kingdom
553009,84596G,SMALL CHOCOLATES PINK BOWL,8,12-05-2011 16:52,0.42,13601.0,United Kingdom
561519,22600,CHRISTMAS RETROSPOT STAR WOOD,1,27-07-2011 17:01,0.85,17870.0,United Kingdom
536804,84879,ASSORTED COLOUR BIRD ORNAMENT,48,02-12-2010 16:34,1.69,14031.0,United Kingdom
557892,22668,PINK BABY BUNTING,5,23-06-2011 14:11,2.95,14534.0,United Kingdom
542717,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,31-01-2011 14:07,0.85,17580.0,United Kingdom
544800,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,23-02-2011 13:45,9.95,15687.0,United Kingdom
556207,84596F,SMALL MARSHMALLOWS PINK BOWL,8,09-06-2011 13:50,0.42,17372.0,United Kingdom
546091,84971S,SMALL HEART FLOWERS HOOK ,24,09-03-2011 11:53,0.85,14936.0,Channel Islands
544314,22730,ALARM CLOCK BAKELIKE IVORY,8,17-02-2011 14:42,3.75,13767.0,United Kingdom
538419,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,12-12-2010 12:01,1.65,16367.0,United Kingdom
559002,22419,LIPSTICK PEN RED,100,05-07-2011 12:18,0.36,12971.0,United Kingdom
548011,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,29-03-2011 11:14,0.42,14646.0,Netherlands
538518,84879,ASSORTED COLOUR BIRD ORNAMENT,8,12-12-2010 16:14,1.69,14505.0,United Kingdom
571183,21175,GIN + TONIC DIET METAL SIGN,12,14-10-2011 11:08,2.55,14796.0,United Kingdom
571289,21770,OPEN CLOSED METAL SIGN,1,16-10-2011 15:27,4.95,15113.0,United Kingdom
569471,84879,ASSORTED COLOUR BIRD ORNAMENT,8,04-10-2011 12:38,1.69,15046.0,United Kingdom
536946,22449,SILK PURSE BABUSHKA PINK,12,03-12-2010 12:28,3.35,13013.0,United Kingdom
577034,22066,LOVE HEART TRINKET POT,6,17-11-2011 13:16,0.39,12847.0,United Kingdom
560360,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,18-07-2011 11:55,1.65,12744.0,Singapore
571098,22423,REGENCY CAKESTAND 3 TIER,3,13-10-2011 15:38,12.75,17841.0,United Kingdom
565677,20749,ASSORTED COLOUR MINI CASES,2,06-09-2011 10:04,7.95,15521.0,United Kingdom
559058,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,06-07-2011 09:49,0.65,12407.0,Belgium
576538,72800B, 4 PURPLE FLOCK DINNER CANDLES,4,15-11-2011 12:42,2.55,14725.0,United Kingdom
559017,22694,WICKER STAR ,3,05-07-2011 13:06,2.1,14034.0,United Kingdom
562999,23231,WRAP  VINTAGE DOILY ,25,11-08-2011 11:51,0.42,15117.0,United Kingdom
538209,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,10-12-2010 11:42,2.1,12748.0,United Kingdom
543770,20718,RED RETROSPOT SHOPPER BAG,10,11-02-2011 15:39,1.25,13875.0,United Kingdom
546562,79321,CHILLI LIGHTS,4,15-03-2011 10:45,5.75,16293.0,United Kingdom
572499,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,24-10-2011 14:10,0.39,15786.0,United Kingdom
563854,21213,PACK OF 72 SKULL CAKE CASES,24,19-08-2011 15:24,0.55,12364.0,Belgium
557265,84358,FLOOR LAMP SHADE WOOD BASE,4,19-06-2011 11:10,8.49,13097.0,United Kingdom
560258,23284,DOORMAT KEEP CALM AND COME IN,30,17-07-2011 13:26,6.75,13340.0,United Kingdom
542422,22508,DOORSTOP RETROSPOT HEART,1,27-01-2011 19:33,3.75,14702.0,United Kingdom
569123,23390,DOLLY GIRL MINI BACKPACK,1,30-09-2011 13:09,4.15,12748.0,United Kingdom
580916,84661B,BLACK SQUARE TABLE CLOCK,1,06-12-2011 13:45,0.79,13685.0,United Kingdom
546392,22332,SKULLS PARTY BAG + STICKER SET,1,11-03-2011 14:15,1.65,14587.0,United Kingdom
558862,21625,VINTAGE UNION JACK APRON,3,04-07-2011 12:25,6.95,13901.0,United Kingdom
568984,21761,WOOD AND GLASS MEDICINE CABINET,1,29-09-2011 15:57,29.95,17813.0,United Kingdom
543099,22710,WRAP I LOVE LONDON ,200,03-02-2011 12:00,0.34,16684.0,United Kingdom
547063,46000M,POLYESTER FILLER PAD 45x45cm,4,20-03-2011 13:33,1.55,14769.0,United Kingdom
538630,22835,HOT WATER BOTTLE I AM SO POORLY,8,13-12-2010 13:25,4.65,14565.0,United Kingdom
562727,22727,ALARM CLOCK BAKELIKE RED ,4,09-08-2011 09:26,3.75,15601.0,United Kingdom
547413,22197,SMALL POPCORN HOLDER,12,23-03-2011 09:43,0.85,13475.0,United Kingdom
565967,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,08-09-2011 11:27,0.42,14646.0,Netherlands
568556,23129,HEART SHAPED HOLLY WREATH,4,27-09-2011 15:35,4.15,15827.0,United Kingdom
560415,22663,JUMBO BAG DOLLY GIRL DESIGN,10,18-07-2011 14:36,2.08,15152.0,United Kingdom
541678,23233,WRAP POPPIES  DESIGN,25,20-01-2011 14:13,0.42,17771.0,United Kingdom
575117,21617,4 LILY  BOTANICAL DINNER CANDLES,1,08-11-2011 14:22,1.25,12748.0,United Kingdom
561032,22379,RECYCLING BAG RETROSPOT ,10,24-07-2011 11:37,2.1,13029.0,United Kingdom
558198,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,27-06-2011 12:49,2.95,14104.0,United Kingdom
559831,23200,JUMBO BAG PEARS,10,13-07-2011 09:58,2.08,14709.0,United Kingdom
547833,21422,PORCELAIN ROSE SMALL,8,25-03-2011 17:34,0.85,16780.0,United Kingdom
551517,84378,SET OF 3 HEART COOKIE CUTTERS,3,01-05-2011 11:14,1.25,16931.0,United Kingdom
561894,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,31-07-2011 15:00,1.65,14456.0,United Kingdom
545474,22499,WOODEN UNION JACK BUNTING,18,03-03-2011 10:55,5.95,16709.0,United Kingdom
560238,22178,VICTORIAN GLASS HANGING T-LIGHT,12,17-07-2011 11:41,1.25,17725.0,United Kingdom
555545,84987,SET OF 36 TEATIME PAPER DOILIES,12,05-06-2011 13:08,1.45,17735.0,United Kingdom
564256,21232,STRAWBERRY CERAMIC TRINKET BOX,8,24-08-2011 10:45,1.25,14796.0,United Kingdom
546871,22027,TEA PARTY BIRTHDAY CARD,12,17-03-2011 16:10,0.42,16746.0,United Kingdom
577099,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,17-11-2011 16:48,0.65,13313.0,United Kingdom
549520,48184,DOORMAT ENGLISH ROSE ,2,08-04-2011 15:19,7.95,13265.0,United Kingdom
548860,21754,HOME BUILDING BLOCK WORD,1,04-04-2011 13:38,5.95,13263.0,United Kingdom
571205,22621,TRADITIONAL KNITTING NANCY,12,14-10-2011 12:41,1.65,15620.0,United Kingdom
576690,22971,QUEENS GUARD COFFEE MUG,6,16-11-2011 12:19,2.55,15900.0,United Kingdom
574029,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,02-11-2011 12:34,1.25,12955.0,United Kingdom
544411,20828,GLITTER BUTTERFLY CLIPS,18,18-02-2011 14:18,2.55,13799.0,United Kingdom
539502,22313,OFFICE MUG WARMER PINK,2,20-12-2010 11:14,2.95,14099.0,United Kingdom
