transaction_id,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Revenue,CustomerID,Country,Year,Month
3113,556207,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-06-09 13:50:00,0.42,3.36,17372.0,United Kingdom,2011,6
3114,546091,84971S,SMALL HEART FLOWERS HOOK ,24,2011-03-09 11:53:00,0.85,20.4,14936.0,Channel Islands,2011,3
3115,544314,22730,ALARM CLOCK BAKELIKE IVORY,8,2011-02-17 14:42:00,3.75,30.0,13767.0,United Kingdom,2011,2
3116,538419,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-12-12 12:01:00,1.65,1.65,16367.0,United Kingdom,2010,12
3117,559002,22419,LIPSTICK PEN RED,100,2011-07-05 12:18:00,0.36,36.0,12971.0,United Kingdom,2011,7
3118,548011,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,2011-03-29 11:14:00,0.42,100.8,14646.0,Netherlands,2011,3
3119,538518,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-12 16:14:00,1.69,13.52,14505.0,United Kingdom,2010,12
3120,571183,21175,GIN + TONIC DIET METAL SIGN,12,2011-10-14 11:08:00,2.55,30.599999999999998,14796.0,United Kingdom,2011,10
3121,571289,21770,OPEN CLOSED METAL SIGN,1,2011-10-16 15:27:00,4.95,4.95,15113.0,United Kingdom,2011,10
3122,569471,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-10-04 12:38:00,1.69,13.52,15046.0,United Kingdom,2011,10
3123,536946,22449,SILK PURSE BABUSHKA PINK,12,2010-12-03 12:28:00,3.35,40.2,13013.0,United Kingdom,2010,12
3124,577034,22066,LOVE HEART TRINKET POT,6,2011-11-17 13:16:00,0.39,2.34,12847.0,United Kingdom,2011,11
3125,560360,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-07-18 11:55:00,1.65,19.799999999999997,12744.0,Singapore,2011,7
3126,571098,22423,REGENCY CAKESTAND 3 TIER,3,2011-10-13 15:38:00,12.75,38.25,17841.0,United Kingdom,2011,10
3127,565677,20749,ASSORTED COLOUR MINI CASES,2,2011-09-06 10:04:00,7.95,15.9,15521.0,United Kingdom,2011,9
3128,559058,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-07-06 09:49:00,0.65,10.4,12407.0,Belgium,2011,7
3129,576538,72800B, 4 PURPLE FLOCK DINNER CANDLES,4,2011-11-15 12:42:00,2.55,10.2,14725.0,United Kingdom,2011,11
3130,559017,22694,WICKER STAR ,3,2011-07-05 13:06:00,2.1,6.300000000000001,14034.0,United Kingdom,2011,7
3131,562999,23231,WRAP  VINTAGE DOILY ,25,2011-08-11 11:51:00,0.42,10.5,15117.0,United Kingdom,2011,8
3132,538209,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2010-12-10 11:42:00,2.1,4.2,12748.0,United Kingdom,2010,12
3133,543770,20718,RED RETROSPOT SHOPPER BAG,10,2011-02-11 15:39:00,1.25,12.5,13875.0,United Kingdom,2011,2
3134,546562,79321,CHILLI LIGHTS,4,2011-03-15 10:45:00,5.75,23.0,16293.0,United Kingdom,2011,3
3135,572499,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-10-24 14:10:00,0.39,9.36,15786.0,United Kingdom,2011,10
3136,563854,21213,PACK OF 72 SKULL CAKE CASES,24,2011-08-19 15:24:00,0.55,13.200000000000001,12364.0,Belgium,2011,8
3137,557265,84358,FLOOR LAMP SHADE WOOD BASE,4,2011-06-19 11:10:00,8.49,33.96,13097.0,United Kingdom,2011,6
3138,560258,23284,DOORMAT KEEP CALM AND COME IN,30,2011-07-17 13:26:00,6.75,202.5,13340.0,United Kingdom,2011,7
3139,542422,22508,DOORSTOP RETROSPOT HEART,1,2011-01-27 19:33:00,3.75,3.75,14702.0,United Kingdom,2011,1
3140,569123,23390,DOLLY GIRL MINI BACKPACK,1,2011-09-30 13:09:00,4.15,4.15,12748.0,United Kingdom,2011,9
3141,580916,84661B,BLACK SQUARE TABLE CLOCK,1,2011-12-06 13:45:00,0.79,0.79,13685.0,United Kingdom,2011,12
3142,546392,22332,SKULLS PARTY BAG + STICKER SET,1,2011-03-11 14:15:00,1.65,1.65,14587.0,United Kingdom,2011,3
3143,558862,21625,VINTAGE UNION JACK APRON,3,2011-07-04 12:25:00,6.95,20.85,13901.0,United Kingdom,2011,7
3144,568984,21761,WOOD AND GLASS MEDICINE CABINET,1,2011-09-29 15:57:00,29.95,29.95,17813.0,United Kingdom,2011,9
3145,543099,22710,WRAP I LOVE LONDON ,200,2011-02-03 12:00:00,0.34,68.0,16684.0,United Kingdom,2011,2
3146,547063,46000M,POLYESTER FILLER PAD 45x45cm,4,2011-03-20 13:33:00,1.55,6.2,14769.0,United Kingdom,2011,3
3147,538630,22835,HOT WATER BOTTLE I AM SO POORLY,8,2010-12-13 13:25:00,4.65,37.2,14565.0,United Kingdom,2010,12
3148,562727,22727,ALARM CLOCK BAKELIKE RED ,4,2011-08-09 09:26:00,3.75,15.0,15601.0,United Kingdom,2011,8
3149,547413,22197,SMALL POPCORN HOLDER,12,2011-03-23 09:43:00,0.85,10.2,13475.0,United Kingdom,2011,3
3150,565967,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-09-08 11:27:00,0.42,10.08,14646.0,Netherlands,2011,9
3151,568556,23129,HEART SHAPED HOLLY WREATH,4,2011-09-27 15:35:00,4.15,16.6,15827.0,United Kingdom,2011,9
3152,560415,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-07-18 14:36:00,2.08,20.8,15152.0,United Kingdom,2011,7
3153,541678,23233,WRAP POPPIES  DESIGN,25,2011-01-20 14:13:00,0.42,10.5,17771.0,United Kingdom,2011,1
3154,575117,21617,4 LILY  BOTANICAL DINNER CANDLES,1,2011-11-08 14:22:00,1.25,1.25,12748.0,United Kingdom,2011,11
3155,561032,22379,RECYCLING BAG RETROSPOT ,10,2011-07-24 11:37:00,2.1,21.0,13029.0,United Kingdom,2011,7
3156,558198,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2011-06-27 12:49:00,2.95,2.95,14104.0,United Kingdom,2011,6
3157,559831,23200,JUMBO BAG PEARS,10,2011-07-13 09:58:00,2.08,20.8,14709.0,United Kingdom,2011,7
3158,547833,21422,PORCELAIN ROSE SMALL,8,2011-03-25 17:34:00,0.85,6.8,16780.0,United Kingdom,2011,3
3159,551517,84378,SET OF 3 HEART COOKIE CUTTERS,3,2011-05-01 11:14:00,1.25,3.75,16931.0,United Kingdom,2011,5
3160,561894,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-07-31 15:00:00,1.65,1.65,14456.0,United Kingdom,2011,7
3161,545474,22499,WOODEN UNION JACK BUNTING,18,2011-03-03 10:55:00,5.95,107.10000000000001,16709.0,United Kingdom,2011,3
3162,560238,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-07-17 11:41:00,1.25,15.0,17725.0,United Kingdom,2011,7
3163,555545,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-06-05 13:08:00,1.45,17.4,17735.0,United Kingdom,2011,6
3164,564256,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2011-08-24 10:45:00,1.25,10.0,14796.0,United Kingdom,2011,8
3165,546871,22027,TEA PARTY BIRTHDAY CARD,12,2011-03-17 16:10:00,0.42,5.04,16746.0,United Kingdom,2011,3
3166,577099,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-11-17 16:48:00,0.65,10.4,13313.0,United Kingdom,2011,11
3167,549520,48184,DOORMAT ENGLISH ROSE ,2,2011-04-08 15:19:00,7.95,15.9,13265.0,United Kingdom,2011,4
3168,548860,21754,HOME BUILDING BLOCK WORD,1,2011-04-04 13:38:00,5.95,5.95,13263.0,United Kingdom,2011,4
3169,571205,22621,TRADITIONAL KNITTING NANCY,12,2011-10-14 12:41:00,1.65,19.799999999999997,15620.0,United Kingdom,2011,10
3170,576690,22971,QUEENS GUARD COFFEE MUG,6,2011-11-16 12:19:00,2.55,15.299999999999999,15900.0,United Kingdom,2011,11
3171,574029,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,2011-11-02 12:34:00,1.25,30.0,12955.0,United Kingdom,2011,11
3172,544411,20828,GLITTER BUTTERFLY CLIPS,18,2011-02-18 14:18:00,2.55,45.9,13799.0,United Kingdom,2011,2
3173,539502,22313,OFFICE MUG WARMER PINK,2,2010-12-20 11:14:00,2.95,5.9,14099.0,United Kingdom,2010,12
3174,556926,22435,SET OF 9 HEART SHAPED BALLOONS,1,2011-06-15 14:26:00,1.25,1.25,16324.0,United Kingdom,2011,6
3175,564483,22990,COTTON APRON PANTRY DESIGN,2,2011-08-25 13:46:00,4.95,9.9,14050.0,United Kingdom,2011,8
3176,578851,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-11-27 11:05:00,2.95,5.9,16407.0,United Kingdom,2011,11
3177,545447,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-03-02 16:34:00,4.25,17.0,17426.0,United Kingdom,2011,3
3178,575952,22068,BLACK PIRATE TREASURE CHEST,2,2011-11-13 11:55:00,1.65,3.3,16015.0,United Kingdom,2011,11
3179,570167,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,2011-10-07 14:04:00,1.25,20.0,15615.0,United Kingdom,2011,10
3180,565415,21463,MIRRORED DISCO BALL ,2,2011-09-04 12:00:00,5.95,11.9,14067.0,United Kingdom,2011,9
3181,570268,84949,SILVER HANGING T-LIGHT HOLDER,72,2011-10-10 10:16:00,1.45,104.39999999999999,13098.0,United Kingdom,2011,10
3182,563562,21931,JUMBO STORAGE BAG SUKI,100,2011-08-17 14:02:00,1.74,174.0,16029.0,United Kingdom,2011,8
3183,560829,21065,BOOM BOX SPEAKER GIRLS,4,2011-07-21 12:00:00,5.95,23.8,17694.0,United Kingdom,2011,7
3184,571292,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2011-10-16 15:45:00,1.25,2.5,15311.0,United Kingdom,2011,10
3185,560053,22167, OVAL WALL MIRROR DIAMANTE ,1,2011-07-14 15:44:00,9.95,9.95,17612.0,United Kingdom,2011,7
3186,570827,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,2011-10-12 13:14:00,2.55,5.1,15831.0,United Kingdom,2011,10
3187,560224,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-07-15 16:06:00,8.5,17.0,14572.0,United Kingdom,2011,7
3188,564729,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-08-28 12:44:00,0.55,0.55,13137.0,United Kingdom,2011,8
3189,567458,82600,NO SINGING METAL SIGN,384,2011-09-20 12:21:00,2.41,925.44,17450.0,United Kingdom,2011,9
3190,540520,22891,TEA FOR ONE POLKADOT,1,2011-01-09 12:31:00,4.25,4.25,17555.0,United Kingdom,2011,1
3191,547416,84678,CLASSICAL ROSE SMALL VASE,6,2011-03-23 10:15:00,2.55,15.299999999999999,15410.0,United Kingdom,2011,3
3192,547910,21399,BLUE POLKADOT COFFEE MUG,6,2011-03-28 12:23:00,0.39,2.34,14159.0,United Kingdom,2011,3
3193,568654,23336,EGG FRYING PAN PINK ,6,2011-09-28 12:20:00,2.08,12.48,14911.0,EIRE,2011,9
3194,575854,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-11-11 12:20:00,7.95,15.9,14125.0,United Kingdom,2011,11
3195,568574,84991,60 TEATIME FAIRY CAKE CASES,24,2011-09-28 09:15:00,0.55,13.200000000000001,13862.0,United Kingdom,2011,9
3196,537179,22699,ROSES REGENCY TEACUP AND SAUCER ,8,2010-12-05 13:29:00,2.95,23.6,13767.0,United Kingdom,2010,12
3197,549578,22467,GUMBALL COAT RACK,24,2011-04-11 08:49:00,2.55,61.199999999999996,17340.0,United Kingdom,2011,4
3198,577980,21875,KINGS CHOICE MUG,1,2011-11-22 12:24:00,1.25,1.25,16330.0,United Kingdom,2011,11
3199,568417,15056BL,EDWARDIAN PARASOL BLACK,12,2011-09-27 11:10:00,5.95,71.4,14911.0,EIRE,2011,9
3200,543188,22960,JAM MAKING SET WITH JARS,6,2011-02-04 11:45:00,4.25,25.5,12567.0,France,2011,2
3201,546392,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-03-11 14:15:00,2.55,2.55,14587.0,United Kingdom,2011,3
3202,578929,23356,LOVE HOT WATER BOTTLE,4,2011-11-27 12:31:00,5.95,23.8,13064.0,United Kingdom,2011,11
3203,563061,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-08-11 15:25:00,2.1,12.600000000000001,13588.0,United Kingdom,2011,8
3204,538799,22795,SWEETHEART RECIPE BOOK STAND,16,2010-12-14 11:48:00,5.95,95.2,15039.0,United Kingdom,2010,12
3205,556954,82581,TOILET METAL SIGN,12,2011-06-16 08:38:00,0.55,6.6000000000000005,15585.0,United Kingdom,2011,6
3206,574660,22023,EMPIRE BIRTHDAY CARD,12,2011-11-06 11:55:00,0.42,5.04,15407.0,United Kingdom,2011,11
3207,575754,23318,BOX OF 6 MINI VINTAGE CRACKERS,3,2011-11-11 10:43:00,2.49,7.470000000000001,17295.0,United Kingdom,2011,11
3208,578045,21915,RED  HARMONICA IN BOX ,1,2011-11-22 14:43:00,1.25,1.25,17297.0,United Kingdom,2011,11
3209,554164,20718,RED RETROSPOT SHOPPER BAG,100,2011-05-23 11:58:00,1.06,106.0,14364.0,United Kingdom,2011,5
3210,574444,22620,4 TRADITIONAL SPINNING TOPS,2,2011-11-04 11:41:00,1.45,2.9,18122.0,United Kingdom,2011,11
3211,549944,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-04-13 12:23:00,3.75,15.0,14262.0,United Kingdom,2011,4
3212,572905,22600,CHRISTMAS RETROSPOT STAR WOOD,6,2011-10-26 15:39:00,0.85,5.1,14690.0,United Kingdom,2011,10
3213,573345,22608,PENS ASSORTED FUNKY JEWELED ,36,2011-10-30 12:14:00,0.19,6.84,17609.0,United Kingdom,2011,10
3214,561244,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2011-07-26 11:24:00,1.65,19.799999999999997,13865.0,United Kingdom,2011,7
3215,558038,22302,COFFEE MUG PEARS  DESIGN,6,2011-06-24 12:43:00,2.55,15.299999999999999,18219.0,United Kingdom,2011,6
3216,543777,21908,CHOCOLATE THIS WAY METAL SIGN,3,2011-02-11 16:20:00,2.1,6.300000000000001,15406.0,United Kingdom,2011,2
3217,544789,48138,DOORMAT UNION FLAG,2,2011-02-23 12:25:00,7.95,15.9,13993.0,United Kingdom,2011,2
3218,578072,84199,GLOW IN DARK DOLPHINS,3,2011-11-22 16:02:00,0.21,0.63,17759.0,United Kingdom,2011,11
3219,574839,23538,WALL ART VINTAGE HEART,1,2011-11-07 11:40:00,4.95,4.95,15493.0,United Kingdom,2011,11
3220,546646,22306,SILVER MUG BONE CHINA TREE OF LIFE,6,2011-03-15 13:49:00,1.95,11.7,13716.0,United Kingdom,2011,3
3221,546555,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-03-15 09:22:00,0.85,10.2,17675.0,United Kingdom,2011,3
3222,574734,22701,PINK DOG BOWL,1,2011-11-06 15:20:00,2.95,2.95,15025.0,United Kingdom,2011,11
3223,564753,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-08-30 10:20:00,0.55,13.200000000000001,13709.0,United Kingdom,2011,8
3224,563352,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-08-15 14:32:00,8.25,16.5,15706.0,United Kingdom,2011,8
3225,577835,23598,PAPER BUNTING VINTAGE PARTY,18,2011-11-22 10:24:00,2.95,53.1,16607.0,United Kingdom,2011,11
3226,570703,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,2011-10-12 09:50:00,0.65,10.4,14911.0,EIRE,2011,10
3227,570672,20978,36 PENCILS TUBE SKULLS,16,2011-10-11 14:52:00,1.25,20.0,12536.0,France,2011,10
3228,575751,22037,ROBOT BIRTHDAY CARD,12,2011-11-11 10:32:00,0.42,5.04,14911.0,EIRE,2011,11
3229,571230,22423,REGENCY CAKESTAND 3 TIER,2,2011-10-14 14:16:00,12.75,25.5,13717.0,United Kingdom,2011,10
3230,576603,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-11-15 15:22:00,1.25,15.0,14911.0,EIRE,2011,11
3231,545901,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-03-07 17:52:00,4.95,4.95,15834.0,United Kingdom,2011,3
3232,553198,23102,SILVER HEARTS TABLE DECORATION,12,2011-05-15 14:48:00,0.83,9.959999999999999,13752.0,United Kingdom,2011,5
3233,556784,20699,MOUSEY LONG LEGS SOFT TOY,2,2011-06-14 13:15:00,2.55,5.1,14461.0,United Kingdom,2011,6
3234,565467,22570,FELTCRAFT CUSHION RABBIT,8,2011-09-05 09:49:00,3.75,30.0,14129.0,United Kingdom,2011,9
3235,561874,23298,SPOTTY BUNTING,3,2011-07-31 12:02:00,4.95,14.850000000000001,16255.0,United Kingdom,2011,7
3236,579690,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,6,2011-11-30 14:03:00,0.29,1.7399999999999998,15060.0,United Kingdom,2011,11
3237,571502,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,24,2011-10-17 15:18:00,0.85,20.4,14422.0,United Kingdom,2011,10
3238,545054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-02-27 12:41:00,2.95,5.9,14472.0,United Kingdom,2011,2
3239,578297,21137,BLACK RECORD COVER FRAME,12,2011-11-23 14:51:00,3.75,45.0,17017.0,United Kingdom,2011,11
3240,579103,21175,GIN AND TONIC DIET METAL SIGN,1,2011-11-28 11:39:00,2.55,2.55,18041.0,United Kingdom,2011,11
3241,559141,21137,BLACK RECORD COVER FRAME,1,2011-07-06 13:56:00,3.75,3.75,15311.0,United Kingdom,2011,7
3242,580193,21156,RETROSPOT CHILDRENS APRON,2,2011-12-02 12:03:00,1.95,3.9,16899.0,United Kingdom,2011,12
3243,547664,21395,BLUE POLKADOT BEAKER ,12,2011-03-24 13:16:00,0.39,4.68,13069.0,United Kingdom,2011,3
3244,567526,22627,MINT KITCHEN SCALES,36,2011-09-21 09:06:00,7.65,275.40000000000003,12435.0,Denmark,2011,9
3245,555383,22150,3 STRIPEY MICE FELTCRAFT,2,2011-06-02 15:13:00,1.95,3.9,12517.0,Germany,2011,6
3246,563036,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-11 14:55:00,1.65,16.5,14868.0,United Kingdom,2011,8
3247,561610,22561,WOODEN SCHOOL COLOURING SET,12,2011-07-28 12:28:00,1.65,19.799999999999997,16076.0,United Kingdom,2011,7
3248,564324,35638B,PINK/BLUE STRING CURTAIN ,48,2011-08-24 13:26:00,1.95,93.6,13694.0,United Kingdom,2011,8
3249,577359,22672,FRENCH BATHROOM SIGN BLUE METAL,2,2011-11-18 16:07:00,1.65,3.3,14903.0,United Kingdom,2011,11
3250,566307,23436,GIFT BAG LARGE VINTAGE CHRISTMAS,12,2011-09-12 09:37:00,1.25,15.0,14307.0,United Kingdom,2011,9
3251,549964,22132,RED LOVE HEART SHAPE CUP,12,2011-04-13 14:12:00,0.85,10.2,13122.0,United Kingdom,2011,4
3252,564303,22549,PICTURE DOMINOES,12,2011-08-24 12:04:00,1.45,17.4,16042.0,United Kingdom,2011,8
3253,575303,22335,HEART DECORATION PAINTED ZINC ,4,2011-11-09 12:34:00,0.65,2.6,12893.0,United Kingdom,2011,11
3254,580640,22429,ENAMEL MEASURING JUG CREAM,1,2011-12-05 12:51:00,4.25,4.25,16910.0,United Kingdom,2011,12
3255,580727,22896,PEG BAG APPLES DESIGN,2,2011-12-05 17:17:00,4.96,9.92,14096.0,United Kingdom,2011,12
3256,575760,22663,JUMBO BAG DOLLY GIRL DESIGN,2,2011-11-11 10:50:00,2.08,4.16,15965.0,United Kingdom,2011,11
3257,563576,M,Manual,1,2011-08-17 15:06:00,8.49,8.49,12748.0,United Kingdom,2011,8
3258,551616,22514,CHILDS GARDEN SPADE BLUE,1,2011-05-03 11:40:00,2.1,2.1,15048.0,United Kingdom,2011,5
3259,565643,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-09-05 15:56:00,2.55,163.2,13468.0,United Kingdom,2011,9
3260,546646,20981,12 PENCILS TALL TUBE WOODLAND,24,2011-03-15 13:49:00,0.85,20.4,13716.0,United Kingdom,2011,3
3261,563213,21498,RED RETROSPOT WRAP ,25,2011-08-14 12:55:00,0.42,10.5,16115.0,United Kingdom,2011,8
3262,573335,22988,SOLDIERS EGG CUP ,2,2011-10-30 11:35:00,1.25,2.5,15059.0,United Kingdom,2011,10
3263,563505,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-08-17 09:45:00,2.95,17.700000000000003,17865.0,United Kingdom,2011,8
3264,579456,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-11-29 14:20:00,1.45,1.45,13428.0,United Kingdom,2011,11
3265,547805,21181,PLEASE ONE PERSON METAL SIGN,12,2011-03-25 13:35:00,2.1,25.200000000000003,13327.0,United Kingdom,2011,3
3266,554112,21718,RED METAL BEACH SPADE ,2,2011-05-22 14:44:00,1.25,2.5,17611.0,United Kingdom,2011,5
3267,577302,85136C,RED SHARK HELICOPTER,1,2011-11-18 12:57:00,7.95,7.95,17904.0,United Kingdom,2011,11
3268,561206,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-07-25 16:18:00,2.95,35.400000000000006,13110.0,United Kingdom,2011,7
3269,546780,21915,RED  HARMONICA IN BOX ,48,2011-03-17 07:40:00,1.25,60.0,12435.0,Denmark,2011,3
3270,563920,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-08-21 14:00:00,3.75,15.0,16407.0,United Kingdom,2011,8
3271,568528,23438, RED SPOT GIFT BAG LARGE,12,2011-09-27 13:32:00,1.25,15.0,13979.0,United Kingdom,2011,9
3272,563688,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-08-18 12:41:00,2.95,17.700000000000003,16767.0,United Kingdom,2011,8
3273,545658,16236,KITTY PENCIL ERASERS,8,2011-03-04 14:13:00,0.21,1.68,14670.0,United Kingdom,2011,3
3274,550298,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-15 16:11:00,2.08,20.8,17346.0,United Kingdom,2011,4
3275,554376,23206,LUNCH BAG APPLE DESIGN,2,2011-05-24 11:31:00,1.65,3.3,15719.0,United Kingdom,2011,5
3276,543977,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-02-14 15:35:00,1.95,19.5,15615.0,United Kingdom,2011,2
3277,571310,22065,CHRISTMAS PUDDING TRINKET POT ,48,2011-10-17 10:17:00,0.39,18.72,13394.0,United Kingdom,2011,10
3278,559894,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-07-13 12:06:00,1.25,1.25,14159.0,United Kingdom,2011,7
3279,569732,22273,FELTCRAFT DOLL MOLLY,6,2011-10-06 09:56:00,2.95,17.700000000000003,13177.0,United Kingdom,2011,10
3280,579269,72741,GRAND CHOCOLATECANDLE,72,2011-11-29 09:48:00,1.25,90.0,14601.0,United Kingdom,2011,11
3281,541858,84247L,FAWN AND MUSHROOM GREETING CARD,24,2011-01-23 15:34:00,0.42,10.08,16983.0,United Kingdom,2011,1
3282,543056,22472,TV DINNER TRAY DOLLY GIRL,6,2011-02-03 10:47:00,4.95,29.700000000000003,12471.0,Germany,2011,2
3283,545044,22083,PAPER CHAIN KIT RETROSPOT,18,2011-02-27 11:31:00,2.95,53.1,15738.0,United Kingdom,2011,2
3284,556809,22971,QUEENS GUARD COFFEE MUG,6,2011-06-14 16:48:00,2.55,15.299999999999999,17179.0,United Kingdom,2011,6
3285,553537,22064,PINK DOUGHNUT TRINKET POT ,12,2011-05-17 15:25:00,1.65,19.799999999999997,14032.0,United Kingdom,2011,5
3286,541997,85176,SEWING SUSAN 21 NEEDLE SET,9,2011-01-25 10:38:00,0.85,7.6499999999999995,18077.0,United Kingdom,2011,1
3287,553385,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,2011-05-16 15:53:00,1.65,3.3,16710.0,United Kingdom,2011,5
3288,570455,23355,HOT WATER BOTTLE KEEP CALM,1,2011-10-10 15:27:00,4.95,4.95,14529.0,United Kingdom,2011,10
3289,545053,22273,FELTCRAFT DOLL MOLLY,1,2011-02-27 12:41:00,2.95,2.95,17516.0,United Kingdom,2011,2
3290,556304,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-06-10 10:29:00,1.65,33.0,12840.0,United Kingdom,2011,6
3291,566287,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,1,2011-09-11 15:11:00,0.42,0.42,17218.0,United Kingdom,2011,9
3292,571225,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-10-14 13:41:00,0.95,11.399999999999999,14397.0,United Kingdom,2011,10
3293,578789,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-11-25 12:17:00,7.95,15.9,16161.0,United Kingdom,2011,11
3294,567183,22383,LUNCH BAG SUKI DESIGN ,3,2011-09-18 15:32:00,1.65,4.949999999999999,14769.0,United Kingdom,2011,9
3295,558459,22508,DOORSTOP RETROSPOT HEART,2,2011-06-29 14:20:00,3.75,7.5,15334.0,United Kingdom,2011,6
3296,538198,21061,PARTY INVITES FOOTBALL,5,2010-12-10 11:01:00,0.85,4.25,17827.0,United Kingdom,2010,12
3297,545071,22887,NUMBER TILE VINTAGE FONT 8,2,2011-02-27 15:59:00,1.95,3.9,15996.0,United Kingdom,2011,2
3298,570030,20977,36 PENCILS TUBE WOODLAND,16,2011-10-07 10:44:00,1.25,20.0,12740.0,France,2011,10
3299,573343,23439,HAND WARMER RED LOVE HEART,2,2011-10-30 11:59:00,2.1,4.2,13566.0,United Kingdom,2011,10
3300,566400,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-09-12 13:16:00,1.45,17.4,17139.0,United Kingdom,2011,9
3301,573407,23394,POSTE FRANCE CUSHION COVER,2,2011-10-30 15:58:00,3.75,7.5,18067.0,United Kingdom,2011,10
3302,570718,22708,WRAP DOLLY GIRL,25,2011-10-12 10:36:00,0.42,10.5,12518.0,Germany,2011,10
3303,541686,22423,REGENCY CAKESTAND 3 TIER,6,2011-01-20 15:42:00,12.75,76.5,16912.0,United Kingdom,2011,1
3304,571670,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-10-18 13:12:00,1.45,17.4,12611.0,Italy,2011,10
3305,544968,22766,PHOTO FRAME CORNICE,8,2011-02-25 11:30:00,2.95,23.6,13458.0,United Kingdom,2011,2
3306,540990,21519,GIN & TONIC DIET GREETING CARD ,12,2011-01-12 16:51:00,0.42,5.04,17048.0,United Kingdom,2011,1
3307,548186,20725,LUNCH BAG RED RETROSPOT,30,2011-03-29 15:02:00,1.45,43.5,13777.0,United Kingdom,2011,3
3308,569524,22979,PANTRY WASHING UP BRUSH,1,2011-10-04 14:42:00,1.45,1.45,14506.0,United Kingdom,2011,10
3309,551976,22423,REGENCY CAKESTAND 3 TIER,24,2011-05-05 13:29:00,10.95,262.79999999999995,15061.0,United Kingdom,2011,5
3310,540372,22184,CAKE STAND VICTORIAN FILIGREE LARGE,2,2011-01-06 16:41:00,8.5,17.0,13081.0,United Kingdom,2011,1
3311,558755,10135,COLOURING PENCILS BROWN TUBE,90,2011-07-03 12:21:00,1.25,112.5,14053.0,United Kingdom,2011,7
3312,569693,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-10-05 15:18:00,9.95,9.95,17837.0,United Kingdom,2011,10
3313,546538,22829,SWEETHEART WIRE WALL TIDY,2,2011-03-14 14:51:00,9.95,19.9,16327.0,United Kingdom,2011,3
